item_id,verb_stem,distance_bucket,n_intervening_tokens,context_sentence,correct_prefix,distractor_prefixes,n_candidates,full_original_sentence,intervening_text,sent_id,source_file,correct_logprob,correct_logprob_per_token,distractor_logprobs,best_distractor_logprob,margin,model_prefers_correct,rank,n_candidates,reciprocal_rank
25,stellen,long,9,Das Grenzdenkmal bei Gompertshausen stellt in dem Wesentlichen einen Teilbereich der DDR - Grenzsicherung,dar,ab;an;auf;aus;bereit;ein;entgegen;fertig;fest;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;vor;zu;zusammen,27,Das Grenzdenkmal bei Gompertshausen stellt im Wesentlichen einen Teilbereich der DDR - Grenzsicherung dar.,in dem Wesentlichen einen Teilbereich der DDR - Grenzsicherung,train-s5242,de_gsd-ud-train.conllu,-2.7935562133789062,-2.7935562133789062,-4.8958;-4.0826;-3.7885;-3.7927;-8.3721;-5.5819;-8.0609;-10.9461;-5.9183;-9.8005;-6.4903;-9.3289;-7.3142;-7.5119;-8.6766;-12.6564;-11.6630;-4.5703;-11.5947;-12.3155;-12.8272;-7.5040;-5.1140;-2.7472;-6.2133;-7.3147,-2.747161865234375,-0.04639434814453125,0,2,27,0.5
26,stellen,long,11,Anders als auf der CeBIT stellen auf der CeBIT Home vor allem Hersteller von Produkten für Heimanwender,aus,ab;an;auf;bereit;dar;ein;entgegen;fertig;fest;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;vor;zu;zusammen,27,Anders als auf der CeBIT stellen auf der CeBIT Home vor allem Hersteller von Produkten für Heimanwender aus .,auf der CeBIT Home vor allem Hersteller von Produkten für Heimanwender,hdt-s35352,de_hdt-ud-train-a-1.conllu,-3.8019540309906006,-3.8019540309906006,-6.8364;-6.8846;-4.0193;-7.6552;-6.4048;-3.7474;-10.9406;-11.8218;-6.3432;-10.9713;-9.9576;-7.2236;-8.6561;-6.7314;-10.2148;-10.5226;-8.2225;-6.8266;-12.0576;-11.6503;-9.0075;-6.2727;-6.3614;-4.3910;-7.3866;-7.2712,-3.7473695278167725,-0.054584503173828125,0,2,27,0.5
27,stellen,long,9,"Heute stellte AltaVista Deutschland seinen neuen "" freien "" Internet-Zugang FreeIn",vor,ab;an;auf;aus;bereit;dar;ein;entgegen;fertig;fest;frei;gegenüber;gleich;her;heraus;hin;infrage;klar;nach;quer;raus;richtig;sicher;um;zu;zusammen,27,"Heute stellte AltaVista Deutschland seinen neuen "" freien "" Internet-Zugang FreeIn vor .","AltaVista Deutschland seinen neuen "" freien "" Internet-Zugang FreeIn",hdt-s174641,de_hdt-ud-train-b-2.conllu,-9.674064636230469,-9.674064636230469,-10.1320;-8.5444;-10.1526;-13.1591;-14.5683;-13.8725;-9.6573;-14.7122;-16.8887;-14.1021;-16.4996;-12.5571;-13.6254;-10.2307;-13.5739;-18.7155;-15.1593;-12.4210;-10.9150;-17.0430;-13.2032;-17.1775;-13.5430;-12.7503;-7.7991;-11.4389,-7.799079895019531,-1.8749847412109375,0,4,27,0.25
28,geben,short,0,Bürgerinitiative gegen Mobilfunk-Sender gibt,auf,ab;an;aus;bei;bekannt;bekennen;ein;frei;her;heraus;hin;mit;nach;preis;recht;rüber;statt;vor;weiter;wider;wieder;zu;zufrieden;zurück,25,Bürgerinitiative gegen Mobilfunk-Sender gibt auf,,hdt-s69967,de_hdt-ud-train-a-2.conllu,-5.405735969543457,-5.405735969543457,-6.1096;-4.7873;-7.2841;-6.2053;-3.8345;-18.9422;-5.2622;-8.3792;-10.2290;-10.0079;-10.7365;-5.9755;-5.3802;-10.1939;-7.4722;-14.8227;-8.9238;-4.9711;-6.7215;-11.4042;-7.3463;-4.8696;-11.9848;-8.1277,-3.8345041275024414,-1.5712318420410156,0,7,25,0.14285714285714285
29,geben,short,0,"6,2 Prozent gaben",an,ab;auf;aus;bei;bekannt;bekennen;ein;frei;her;heraus;hin;mit;nach;preis;recht;rüber;statt;vor;weiter;wider;wieder;zu;zufrieden;zurück,25,"6,2 Prozent gaben an , ihre Arbeit sei "" ganz erheblich "" behindert worden .",,hdt-s52379,de_hdt-ud-train-a-1.conllu,-1.974569320678711,-1.974569320678711,-9.5980;-7.5597;-9.8504;-2.9165;-11.7206;-20.3825;-6.4523;-14.2075;-15.9848;-15.9020;-12.5072;-8.7700;-6.3107;-16.3846;-12.6879;-21.1881;-12.5600;-8.4413;-15.0922;-14.7251;-11.7564;-10.0737;-20.2369;-14.4581,-2.9165096282958984,0.9419403076171875,1,1,25,1.0
30,geben,short,0,MSN gab,an,ab;auf;aus;bei;bekannt;bekennen;ein;frei;her;heraus;hin;mit;nach;preis;recht;rüber;statt;vor;weiter;wider;wieder;zu;zufrieden;zurück,25,"MSN gab an , den entsprechenden E-Mail-Account sofort sperren zu wollen .",,hdt-s115346,de_hdt-ud-test.conllu,-4.590771675109863,-4.590771675109863,-7.3487;-5.8355;-7.8083;-6.5131;-6.1504;-17.0653;-4.2771;-10.6741;-9.2184;-9.9949;-9.3464;-6.0995;-5.8827;-10.0150;-10.1092;-12.8661;-10.5975;-6.4306;-7.6538;-12.8664;-7.0184;-6.2330;-12.8995;-9.3593,-4.277087211608887,-0.31368446350097656,0,2,25,0.5
31,geben,medium,5,Dies gaben die Firmen an dem Montag,bekannt,ab;an;auf;aus;bei;bekennen;ein;frei;her;heraus;hin;mit;nach;preis;recht;rüber;statt;vor;weiter;wider;wieder;zu;zufrieden;zurück,25,Dies gaben die Firmen am Montag bekannt .,die Firmen an dem Montag,hdt-s53447,de_hdt-ud-train-a-1.conllu,-1.1435282230377197,-1.1435282230377197,-6.0829;-3.2634;-3.2025;-5.8187;-4.4552;-18.1364;-6.3585;-7.9781;-10.1380;-6.2579;-10.5296;-3.1242;-4.3767;-9.1918;-9.1004;-13.6364;-10.3923;-4.8297;-5.0124;-10.5891;-5.9865;-4.3702;-10.9137;-7.5652,-3.1242105960845947,1.980682373046875,1,1,25,1.0
32,geben,medium,4,Zahlen zu dem Netto-Ergebnis gab Amazon bislang jedoch nicht,bekannt,ab;an;auf;aus;bei;bekennen;ein;frei;her;heraus;hin;mit;nach;preis;recht;rüber;statt;vor;weiter;wider;wieder;zu;zufrieden;zurück,25,Zahlen zum Netto-Ergebnis gab Amazon bislang jedoch nicht bekannt - den endgültigen Geschäftsbericht für das vierte Quartal und das abgelaufene Geschäftsjahr will Amazon am 30. Januar vorstellen .,Amazon bislang jedoch nicht,hdt-s136981,de_hdt-ud-train-b-1.conllu,-0.6494559049606323,-0.6494559049606323,-6.5269;-3.7092;-6.2402;-6.8216;-9.8737;-17.9766;-8.4793;-7.7060;-8.1042;-7.4690;-8.3251;-3.4335;-7.2172;-1.0685;-10.4880;-10.4010;-12.1083;-4.0633;-6.1613;-10.5919;-6.7884;-4.3689;-14.6366;-8.4368,-1.0684760441072285,0.4190201391465962,1,1,25,1.0
33,geben,medium,4,An dem 1. Juni gibt der Verlag die Preisträger,bekannt,ab;an;auf;aus;bei;bekennen;ein;frei;her;heraus;hin;mit;nach;preis;recht;rüber;statt;vor;weiter;wider;wieder;zu;zufrieden;zurück,25,Am 1. Juni gibt der Verlag die Preisträger bekannt .,der Verlag die Preisträger,hdt-s117170,de_hdt-ud-test.conllu,-0.5237053036689758,-0.5237053036689758,-6.8757;-5.8429;-5.2897;-3.9998;-7.1704;-18.3126;-7.6969;-7.8071;-8.8403;-5.0501;-11.5745;-5.5544;-8.6496;-8.7075;-11.0186;-16.5947;-11.1897;-4.9729;-8.9899;-11.5790;-7.3109;-5.9126;-10.8189;-8.5836,-3.9998252391815186,3.4761199355125427,1,1,25,1.0
34,geben,long,17,British Telecom gibt damit ihren Widerstand gegen den Ankauf des 30-Prozent-Anteils der spanischen Bank Banco Santander Central Hispano durch Vodafone,auf,ab;an;aus;bei;bekannt;bekennen;ein;frei;her;heraus;hin;mit;nach;preis;recht;rüber;statt;vor;weiter;wider;wieder;zu;zufrieden;zurück,25,British Telecom gibt damit ihren Widerstand gegen den Ankauf des 30-Prozent-Anteils der spanischen Bank Banco Santander Central Hispano durch Vodafone auf .,damit ihren Widerstand gegen den Ankauf des 30-Prozent-Anteils der spanischen Bank Banco Santander Central Hispano durch Vodafone,hdt-s110615,de_hdt-ud-dev.conllu,-3.761793613433838,-3.761793613433838,-4.3668;-3.4499;-3.5947;-7.7822;-1.2038;-19.0548;-5.9261;-8.4123;-7.6718;-6.8737;-8.3309;-6.3810;-5.6986;-8.4846;-9.4607;-14.1394;-10.6486;-6.5443;-4.3884;-7.7260;-6.0478;-6.3421;-14.8617;-1.9943,-1.2037605047225952,-2.5580331087112427,0,5,25,0.2
35,geben,long,10,"Wollte der von L&H zu diesem Zeitpunkt beauftragte Wirtschaftsprüfer KPMG die vermeintlich getätigten Verkäufe nachvollziehen , so gaben sich einfach die Mitarbeiter des Managements als die entsprechenden Kunden",aus,ab;an;auf;bei;bekannt;bekennen;ein;frei;her;heraus;hin;mit;nach;preis;recht;rüber;statt;vor;weiter;wider;wieder;zu;zufrieden;zurück,25,"Wollte der von L&H zu diesem Zeitpunkt beauftragte Wirtschaftsprüfer KPMG die vermeintlich getätigten Verkäufe nachvollziehen , so gaben sich einfach die Mitarbeiter des Managements als die entsprechenden Kunden aus .",sich einfach die Mitarbeiter des Managements als die entsprechenden Kunden,hdt-s67145,de_hdt-ud-train-a-2.conllu,-1.2893962860107422,-1.2893962860107422,-4.7595;-2.9005;-6.0839;-7.0638;-4.8900;-14.1960;-4.2431;-9.8894;-6.5169;-2.9843;-4.9543;-5.2121;-7.8220;-7.8945;-9.0723;-10.9486;-8.9257;-4.5209;-8.4325;-9.5934;-7.2111;-2.1710;-10.1699;-7.4408,-2.1710338592529297,0.8816375732421875,1,1,25,1.0
36,geben,long,9,Dies gab heute NSI unter Berufung auf eine Mitteilung der Ermittler,bekannt,ab;an;auf;aus;bei;bekennen;ein;frei;her;heraus;hin;mit;nach;preis;recht;rüber;statt;vor;weiter;wider;wieder;zu;zufrieden;zurück,25,Dies gab heute NSI unter Berufung auf eine Mitteilung der Ermittler bekannt .,heute NSI unter Berufung auf eine Mitteilung der Ermittler,hdt-s111146,de_hdt-ud-dev.conllu,-1.2465275526046753,-1.2465275526046753,-5.8680;-3.4061;-4.6410;-3.7366;-5.7265;-19.7475;-3.8495;-8.2192;-9.7797;-3.4425;-7.4051;-5.5086;-4.6750;-8.2355;-7.2317;-14.1127;-7.2226;-3.9514;-5.7714;-8.9526;-5.6035;-3.0913;-10.7803;-6.7996,-3.091311454772949,1.844783902168274,1,1,25,1.0
37,nehmen,short,0,IT-Investitionen nehmen,zu,ab;an;auf;aus;ein;entgegen;ernst;fest;heraus;hin;hinzu;mit;teil;vor;wahr;war;weg;zurück,19,IT-Investitionen nehmen zu,,hdt-s48263,de_hdt-ud-train-a-1.conllu,-1.4446675777435303,-1.4446675777435303,-3.3706;-5.0100;-5.7082;-7.3842;-6.0581;-9.1573;-9.0494;-10.4366;-11.6118;-7.9434;-9.4803;-4.6758;-8.4317;-5.6078;-8.9143;-10.6976;-8.2269;-6.6858,-3.370582342147827,1.9259147644042969,1,1,19,1.0
38,nehmen,short,1,Der Bedarf an 16-MBit-DRAMs nimmt aber,zu,ab;an;auf;aus;ein;entgegen;ernst;fest;heraus;hin;hinzu;mit;teil;vor;wahr;war;weg;zurück,19,"Der Bedarf an 16-MBit-DRAMs nimmt aber zu , weil in tragbaren und in preiswerten Digitalgeräten oft kleinere Hauptspeicher stecken .",aber,hdt-s42753,de_hdt-ud-train-a-1.conllu,-2.997682809829712,-2.997682809829712,-3.6378;-5.5372;-5.2985;-8.5124;-7.9145;-9.1499;-10.0737;-10.6121;-12.8597;-8.0880;-12.4762;-3.9738;-11.0801;-6.3506;-9.7903;-12.3059;-9.8610;-8.2743,-3.63777756690979,0.6400947570800781,1,1,19,1.0
39,nehmen,short,0,Kritik an UMTS-Versteigerung nimmt,zu,ab;an;auf;aus;ein;entgegen;ernst;fest;heraus;hin;hinzu;mit;teil;vor;wahr;war;weg;zurück,19,Kritik an UMTS-Versteigerung nimmt zu,,hdt-s172165,de_hdt-ud-train-b-2.conllu,-0.5923548936843872,-0.5923548936843872,-4.1563;-4.1605;-7.1501;-8.8700;-6.0082;-11.4030;-8.1048;-10.8414;-13.9585;-10.1909;-12.7886;-6.4095;-10.8640;-6.7360;-9.7505;-11.5366;-9.2387;-9.6422,-4.156311988830566,3.563957095146179,1,1,19,1.0
40,nehmen,medium,6,So nähmen sich einige Anbieter zu dem Beispiel,heraus,ab;an;auf;aus;ein;entgegen;ernst;fest;hin;hinzu;mit;teil;vor;wahr;war;weg;zu;zurück,19,"So nähmen sich einige Anbieter zum Beispiel heraus , sämtliche Kundendaten an Dritte weiterzugeben .",sich einige Anbieter zu dem Beispiel,hdt-s118316,de_hdt-ud-test.conllu,-7.508966445922852,-7.508966445922852,-8.2959;-3.1209;-5.8862;-4.3810;-4.7578;-11.5119;-11.3743;-9.7555;-6.3261;-8.1110;-4.9613;-10.2283;-6.6856;-11.2548;-12.1143;-10.9817;-7.2160;-6.6564,-3.1208627223968506,-4.388103723526001,0,10,19,0.1
41,nehmen,medium,7,Insgesamt nahmen 50 Verwaltungen mit Ideen und Vorschlägen daran,teil,ab;an;auf;aus;ein;entgegen;ernst;fest;heraus;hin;hinzu;mit;vor;wahr;war;weg;zu;zurück,19,"Insgesamt nahmen 50 Verwaltungen mit Ideen und Vorschlägen daran teil , berichteten die Veranstalter , das Bundesinnenministerium , die Unternehmensberatung KPMG und der Netzwerkanbieter Cisco Systems am heutigen Dienstag .",50 Verwaltungen mit Ideen und Vorschlägen daran,hdt-s172118,de_hdt-ud-train-b-2.conllu,-0.02072582021355629,-0.02072582021355629,-12.8197;-7.0662;-9.0358;-9.0655;-9.5389;-14.3570;-15.5070;-10.8675;-15.4521;-15.6875;-15.7757;-4.8566;-11.2368;-13.7000;-12.9899;-16.4654;-9.5284;-16.0761,-4.856583118438721,4.835857298225164,1,1,19,1.0
42,nehmen,medium,6,Thile nahm an allen entscheidenden Schlachten der Befreiungskriege,teil,ab;an;auf;aus;ein;entgegen;ernst;fest;heraus;hin;hinzu;mit;vor;wahr;war;weg;zu;zurück,19,Thile nahm an allen entscheidenden Schlachten der Befreiungskriege teil.,an allen entscheidenden Schlachten der Befreiungskriege,train-s4881,de_gsd-ud-train.conllu,-0.32387685775756836,-0.32387685775756836,-8.3811;-5.2024;-5.1474;-7.6526;-8.0939;-12.0166;-14.0618;-11.1031;-12.5910;-12.7859;-13.7439;-4.5214;-7.3921;-10.7824;-10.1327;-15.5310;-7.3151;-9.9308,-4.521420955657959,4.197544097900391,1,1,19,1.0
43,nehmen,long,13,"38 deutsche Banken nahmen , wie die Deutsche Bundesbank berichtet , offenbar nach ersten Auswertungen daran erfolgreich",teil,ab;an;auf;aus;ein;entgegen;ernst;fest;heraus;hin;hinzu;mit;vor;wahr;war;weg;zu;zurück,19,"38 deutsche Banken nahmen , wie die Deutsche Bundesbank berichtet , offenbar nach ersten Auswertungen daran erfolgreich teil :",", wie die Deutsche Bundesbank berichtet , offenbar nach ersten Auswertungen daran erfolgreich",hdt-s96696,de_hdt-ud-train-a-2.conllu,-0.0502183623611927,-0.0502183623611927,-7.9584;-7.9199;-8.5948;-10.4074;-8.7975;-10.6350;-12.1123;-4.1482;-12.0726;-12.5039;-15.4865;-4.4811;-9.5914;-11.0527;-10.6028;-12.9936;-7.2409;-13.0686,-4.14818000793457,4.097961645573378,1,1,19,1.0
44,nehmen,long,9,"An dritter Stelle liegt Yahoo mit knapp 59 Millionen Besuchern , den vierten Rang nimmt mit großem Abstand Lycos mit gut 33 Millionen Sufern",ein,ab;an;auf;aus;entgegen;ernst;fest;heraus;hin;hinzu;mit;teil;vor;wahr;war;weg;zu;zurück,19,"An dritter Stelle liegt Yahoo mit knapp 59 Millionen Besuchern , den vierten Rang nimmt mit großem Abstand Lycos mit gut 33 Millionen Sufern ein .",mit großem Abstand Lycos mit gut 33 Millionen Sufern,hdt-s148879,de_hdt-ud-train-b-1.conllu,-0.7462049722671509,-0.7462049722671509,-4.5964;-3.8073;-5.5382;-4.6362;-9.1055;-11.5810;-6.6200;-8.4058;-8.0049;-8.4874;-4.1888;-6.4637;-5.4010;-7.6890;-12.0266;-7.1855;-6.6663;-8.2479,-3.8073086738586426,3.0611037015914917,1,1,19,1.0
45,nehmen,long,8,Sowinski nahm an vielen wichtigen Gefechten der Kriege gegen Napoleon,teil,ab;an;auf;aus;ein;entgegen;ernst;fest;heraus;hin;hinzu;mit;vor;wahr;war;weg;zu;zurück,19,"Sowinski nahm an vielen wichtigen Gefechten der Kriege gegen Napoleon teil und gewann die Freundschaft seines unmittelbaren Vorgesetzten, des Prinzen August von Preußen.",an vielen wichtigen Gefechten der Kriege gegen Napoleon,train-s13069,de_gsd-ud-train.conllu,-0.20959226787090302,-0.20959226787090302,-10.5315;-5.4730;-5.9444;-7.9887;-8.8114;-14.1671;-14.4045;-12.1979;-13.0859;-11.6026;-13.9101;-5.1198;-7.4922;-11.4711;-11.3796;-15.5520;-8.3823;-11.6884,-5.119821071624756,4.910228803753853,1,1,19,1.0
46,setzen,short,1,Die Kommission entscheidet als Vertragpartner der Registry in dem übrigen auch über eine etwaige Redelegation und setzt damit,um,ab;an;auf;aus;auseinander;drauf;durch;ein;entgegen;fest;fort;frei;gleich;hinzu;hoch;voraus;zu;zurück;zusammen,20,"Die Kommission entscheidet als Vertragpartner der Registry im übrigen auch über eine etwaige Redelegation und setzt damit um , was der Regierungsbeirat der ICANN für alle Länderdomains ( ccTLD ) verlangt .",damit,hdt-s156200,de_hdt-ud-train-b-1.conllu,-6.923771381378174,-6.923771381378174,-6.7762;-5.5812;-4.3414;-6.8602;-10.6744;-12.4708;-5.8717;-2.8155;-9.0207;-4.9944;-6.9240;-8.6713;-7.1185;-10.7230;-10.9010;-4.6184;-5.5592;-10.3424;-5.8959,-2.8154873847961426,-4.108283996582031,0,11,20,0.09090909090909091
47,setzen,short,0,Entsprechende Anfragen setzen,voraus,ab;an;auf;aus;auseinander;drauf;durch;ein;entgegen;fest;fort;frei;gleich;hinzu;hoch;um;zu;zurück;zusammen,20,"Entsprechende Anfragen setzen voraus , dass Einträge im Katalog vorliegen .",,hdt-s10327,de_hdt-ud-test.conllu,-3.970092296600342,-3.970092296600342,-8.0621;-6.2980;-5.4226;-7.8651;-13.6307;-12.5960;-7.1293;-4.2601;-10.1349;-9.0367;-9.2236;-11.2542;-8.1092;-11.0166;-9.9317;-7.6384;-6.7570;-10.7979;-9.4911,-4.260085582733154,0.2899932861328125,1,1,20,1.0
48,setzen,short,2,Das krisengeschüttelte Softwareunternehmen Infomatec setzt seinen Verkleinerungskurs,fort,ab;an;auf;aus;auseinander;drauf;durch;ein;entgegen;fest;frei;gleich;hinzu;hoch;um;voraus;zu;zurück;zusammen,20,Das krisengeschüttelte Softwareunternehmen Infomatec setzt seinen Verkleinerungskurs fort .,seinen Verkleinerungskurs,hdt-s137108,de_hdt-ud-train-b-1.conllu,-0.4298687279224396,-0.4298687279224396,-6.4875;-5.9748;-3.5546;-5.5236;-11.1452;-12.6714;-5.1297;-5.9732;-10.0053;-8.5579;-12.0804;-8.3254;-11.9903;-8.9297;-5.3685;-8.9270;-6.7117;-7.3911;-8.9172,-3.5546016693115234,3.124732941389084,1,1,20,1.0
49,setzen,medium,5,Der Personalabbau setzte sich bei der Telekom weiter,fort,ab;an;auf;aus;auseinander;drauf;durch;ein;entgegen;fest;frei;gleich;hinzu;hoch;um;voraus;zu;zurück;zusammen,20,Der Personalabbau setzte sich bei der Telekom weiter fort :,sich bei der Telekom weiter,hdt-s180741,de_hdt-ud-train-b-2.conllu,-0.02100648172199726,-0.02100648172199726,-7.9407;-8.8084;-8.6206;-5.5958;-9.0871;-14.2965;-5.3629;-7.7049;-15.6314;-7.3473;-12.4510;-11.8702;-18.7687;-9.1864;-9.9531;-13.7365;-8.6256;-9.1256;-10.0285,-5.362883567810059,5.341877086088061,1,1,20,1.0
50,setzen,medium,4,Nun setzt IBM eine eigene Kampagne,auf,ab;an;aus;auseinander;drauf;durch;ein;entgegen;fest;fort;frei;gleich;hinzu;hoch;um;voraus;zu;zurück;zusammen,20,"Nun setzt IBM eine eigene Kampagne auf - für Linux natürlich , wie sich angesichts des Engagements von Big Blue für das freie Betriebssystem unschwer vermuten lässt .",IBM eine eigene Kampagne,hdt-s126771,de_hdt-ud-train-b-1.conllu,-1.9283804893493652,-1.9283804893493652,-6.5531;-3.3644;-5.7224;-8.2564;-7.1597;-4.6327;-2.0324;-9.4507;-8.9971;-3.0649;-11.4649;-8.7856;-9.4858;-8.6048;-2.4523;-8.3062;-5.2381;-10.0435;-7.8977,-2.032418727874756,0.10403823852539062,1,1,20,1.0
51,setzen,medium,4,Dafür setzte sie einen automatischen Kanalbohrer,ein,ab;an;auf;aus;auseinander;drauf;durch;entgegen;fest;fort;frei;gleich;hinzu;hoch;um;voraus;zu;zurück;zusammen,20,"Dafür setzte sie einen automatischen Kanalbohrer ein , der die ausgebohrte Erde automatisch hinter sich spült .",sie einen automatischen Kanalbohrer,hdt-s125876,de_hdt-ud-train-b-1.conllu,-0.9328697919845581,-0.9328697919845581,-7.4548;-2.9474;-3.6738;-4.0694;-8.7381;-7.9187;-5.4589;-9.4003;-5.8134;-9.1832;-6.9255;-8.2976;-7.3139;-8.5342;-6.0967;-5.0364;-5.2984;-8.5035;-7.7670,-2.947381019592285,2.014511227607727,1,1,20,1.0
52,setzen,long,15,Mit der neu gegründeten Firma New Internet Computer Co. ( NIC ) setzt er jetzt seine bislang von der Industrie verschmähte Idee von dem Netzwerk-Computer in die Praxis,um,ab;an;auf;aus;auseinander;drauf;durch;ein;entgegen;fest;fort;frei;gleich;hinzu;hoch;voraus;zu;zurück;zusammen,20,Mit der neu gegründeten Firma New Internet Computer Co. ( NIC ) setzt er jetzt seine bislang von der Industrie verschmähte Idee vom Netzwerk-Computer in die Praxis um .,er jetzt seine bislang von der Industrie verschmähte Idee von dem Netzwerk-Computer in die Praxis,hdt-s206262,de_hdt-ud-train-b-2.conllu,-0.025502651929855347,-0.025502651929855347,-10.6977;-9.4518;-10.1081;-10.0974;-14.1494;-18.7719;-8.9407;-6.3474;-15.2647;-14.8872;-9.9920;-13.4750;-14.9209;-16.7915;-13.9553;-13.4960;-10.7144;-11.8264;-12.3913,-6.347402095794678,6.321899443864822,1,1,20,1.0
53,setzen,long,8,IBM setzt Kupfer schon seit rund einem Jahr bei PowerPC-Prozessoren,ein,ab;an;auf;aus;auseinander;drauf;durch;entgegen;fest;fort;frei;gleich;hinzu;hoch;um;voraus;zu;zurück;zusammen,20,IBM setzt Kupfer schon seit rund einem Jahr bei PowerPC-Prozessoren ein .,Kupfer schon seit rund einem Jahr bei PowerPC-Prozessoren,hdt-s44313,de_hdt-ud-train-a-1.conllu,-0.2985420227050781,-0.2985420227050781,-7.5509;-3.8145;-4.2706;-5.3421;-9.2036;-7.7369;-5.5006;-11.2999;-7.7895;-7.6192;-9.8675;-9.9689;-11.6467;-8.0301;-4.0124;-6.6066;-5.5442;-9.5664;-7.6967,-3.814483642578125,3.515941619873047,1,1,20,1.0
54,setzen,long,15,Dell setzte in dem Juli täglich Computer in dem Wert von 30 Millionen Dollar über das Internet,ab,an;auf;aus;auseinander;drauf;durch;ein;entgegen;fest;fort;frei;gleich;hinzu;hoch;um;voraus;zu;zurück;zusammen,20,Dell setzte im Juli täglich Computer im Wert von 30 Millionen Dollar über das Internet ab .,in dem Juli täglich Computer in dem Wert von 30 Millionen Dollar über das Internet,hdt-s90081,de_hdt-ud-train-a-2.conllu,-1.3473881483078003,-1.3473881483078003,-3.0859;-3.5061;-3.6269;-8.7050;-10.3575;-4.6945;-1.6845;-8.6640;-9.1066;-10.0465;-6.1932;-11.1029;-10.3789;-5.2143;-3.8732;-9.0172;-3.2024;-7.4459;-5.0994,-1.684489130973816,0.3371009826660156,1,1,20,1.0
55,ziehen,short,0,Intel zieht,nach,ab;an;aus;davon;durch;ein;gleich;herab;heran;heraus;hin;hoch;mit;um;vor;vorbei;weiter;zurück;zusammen,20,Intel zieht nach :,,hdt-s11011,de_hdt-ud-test.conllu,-2.9723758697509766,-2.9723758697509766,-6.0878;-5.2769;-4.8899;-6.3055;-5.6564;-4.5344;-6.8710;-12.9549;-9.2989;-8.2924;-9.8137;-8.3744;-2.8349;-5.6217;-4.5486;-8.6382;-4.5634;-6.1862;-8.0747,-2.8348636627197266,-0.13751220703125,0,2,20,0.5
56,ziehen,short,2,Arcor zieht bei DSL-Preisen,nach,ab;an;aus;davon;durch;ein;gleich;herab;heran;heraus;hin;hoch;mit;um;vor;vorbei;weiter;zurück;zusammen,20,Arcor zieht bei DSL-Preisen nach,bei DSL-Preisen,hdt-s200418,de_hdt-ud-train-b-2.conllu,-2.8294310569763184,-2.8294310569763184,-5.1107;-3.2789;-5.4021;-7.3909;-4.5894;-3.6952;-6.8730;-13.6558;-7.1359;-8.1505;-7.3287;-7.2327;-3.9166;-2.9875;-4.3888;-7.7467;-3.1452;-4.4497;-8.0441,-2.9874815940856934,0.158050537109375,1,1,20,1.0
57,ziehen,short,2,Nun ziehen sie gemeinsam,weiter,ab;an;aus;davon;durch;ein;gleich;herab;heran;heraus;hin;hoch;mit;nach;um;vor;vorbei;zurück;zusammen,20,"Nun ziehen sie gemeinsam weiter und stoßen auf ein einsames Haus, in dem ein altes Ehepaar lebt.",sie gemeinsam,train-s12312,de_gsd-ud-train.conllu,-3.1421449184417725,-3.1421449184417725,-5.9540;-3.6174;-4.5446;-5.7514;-2.6081;-3.8445;-8.9674;-10.3824;-7.0488;-7.9829;-6.1246;-7.8951;-1.8231;-2.7032;-5.3398;-4.8474;-7.5624;-5.6289;-7.4952,-1.8231065273284912,-1.3190383911132812,0,4,20,0.25
58,ziehen,medium,6,In der Folge zog er in das neugeschaffene Schottische Parlament,ein,ab;an;aus;davon;durch;gleich;herab;heran;heraus;hin;hoch;mit;nach;um;vor;vorbei;weiter;zurück;zusammen,20,In der Folge zog er in das neugeschaffene Schottische Parlament ein und wurde zum stellvertretenden Minister für Housing & Local Government ernannt.,er in das neugeschaffene Schottische Parlament,train-s12242,de_gsd-ud-train.conllu,-0.2280978113412857,-0.2280978113412857,-7.9530;-7.2978;-7.9189;-12.2326;-9.2438;-17.1041;-16.4396;-11.1404;-13.7221;-11.3931;-11.9234;-6.7165;-3.2026;-6.8137;-9.4147;-12.6572;-10.2414;-8.4008;-11.2650,-3.202585220336914,2.9744874089956284,1,1,20,1.0
59,ziehen,medium,6,Wie kaum eine andere öffentliche Einrichtung ziehen die verglasten Häuschen Rowdies und Randalierer,an,ab;aus;davon;durch;ein;gleich;herab;heran;heraus;hin;hoch;mit;nach;um;vor;vorbei;weiter;zurück;zusammen,20,Wie kaum eine andere öffentliche Einrichtung ziehen die verglasten Häuschen Rowdies und Randalierer an .,die verglasten Häuschen Rowdies und Randalierer,hdt-s174263,de_hdt-ud-train-b-2.conllu,-1.7876158952713013,-1.7876158952713013,-5.0756;-2.5583;-7.3480;-3.1368;-4.7806;-4.0551;-12.2136;-5.6504;-8.1397;-7.6519;-6.8912;-3.0182;-5.2547;-4.7330;-5.1881;-7.0384;-8.4299;-6.1960;-5.3301,-2.5583066940307617,0.7706907987594604,1,1,20,1.0
